Worker task0->1 [s],Robot task0->1 [s],diff task0->1 [s],Worker task1->2 [s],Robot task1->2 [s],diff task1->2 [s],Worker task2->3 [s],Robot task2->3 [s],diff task2->3 [s]
41.58,0,41.58,0,0,0,0,0,0,
