Cycle,Current Task,,Real x[m],Real y[m],Filterd x[m],Filtered y[m],Delivery pos x[m],Delivery pos y[m],Robot move start flag
0,0,0.745311,-1.15603,0.745301,-1.15492,0,0,0,
1,0,0.745459,-1.15624,0.745313,-1.15511,0,0,0,
2,0,0.74543,-1.15677,0.745333,-1.15532,0,0,0,
3,0,0.745753,-1.15693,0.745373,-1.15555,0,0,0,
4,0,0.745724,-1.15699,0.745429,-1.15577,0,0,0,
5,0,0.745911,-1.15722,0.745488,-1.15597,0,0,0,
6,0,0.745994,-1.15746,0.745559,-1.15618,0,0,0,
7,0,0.746037,-1.15775,0.745628,-1.1564,0,0,0,
8,0,0.746089,-1.15797,0.745694,-1.15662,0,0,0,
9,0,0.746259,-1.15801,0.745768,-1.15683,0,0,0,
10,0,0.746318,-1.15804,0.745847,-1.15701,0,0,0,
11,0,0.746334,-1.15811,0.74592,-1.15717,0,0,0,
12,0,0.74626,-1.15821,0.745977,-1.15732,0,0,0,
13,0,0.746084,-1.15837,0.746007,-1.15747,0,0,0,
14,0,0.746196,-1.15846,0.746027,-1.15761,0,0,0,
15,0,0.746207,-1.15856,0.746054,-1.15775,0,0,0,
16,0,0.746288,-1.15868,0.746083,-1.15788,0,0,0,
17,0,0.746288,-1.1589,0.746115,-1.15802,0,0,0,
18,0,0.74638,-1.15936,0.746148,-1.15819,0,0,0,
19,0,0.746298,-1.15957,0.746177,-1.15838,0,0,0,
20,0,0.7464,-1.15961,0.746203,-1.15857,0,0,0,
21,0,0.746373,-1.15977,0.746231,-1.15874,0,0,0,
22,0,0.746373,-1.15977,0.746253,-1.1589,0,0,0,
23,0,0.746567,-1.15986,0.746286,-1.15904,0,0,0,
24,0,0.74676,-1.15995,0.746343,-1.15917,0,0,0,
25,0,0.74676,-1.15995,0.746407,-1.15929,0,0,0,
26,0,0.74696,-1.16001,0.746476,-1.15939,0,0,0,
27,0,0.746968,-1.16003,0.74655,-1.15949,0,0,0,
28,0,0.747116,-1.16002,0.746625,-1.15957,0,0,0,
29,0,0.747218,-1.16005,0.746708,-1.15964,0,0,0,
30,0,0.747231,-1.1601,0.746787,-1.15971,0,0,0,
31,0,0.747244,-1.16009,0.746855,-1.15977,0,0,0,
32,0,0.747298,-1.16008,0.746919,-1.15982,0,0,0,
33,0,0.7474,-1.16005,0.746984,-1.15985,0,0,0,
34,0,0.747383,-1.16012,0.747046,-1.15989,0,0,0,
35,0,0.747406,-1.16017,0.747099,-1.15993,0,0,0,
36,0,0.747343,-1.16009,0.747141,-1.15996,0,0,0,
37,0,0.747324,-1.16015,0.747171,-1.15998,0,0,0,
38,0,0.747274,-1.16014,0.74719,-1.16001,0,0,0,
39,0,0.747227,-1.16018,0.747199,-1.16003,0,0,0,
40,0,0.747235,-1.16018,0.747204,-1.16005,0,0,0,
41,0,0.747187,-1.16018,0.747205,-1.16007,0,0,0,
42,0,0.747157,-1.16026,0.7472,-1.16009,0,0,0,
43,0,0.747136,-1.16027,0.747192,-1.16012,0,0,0,
44,0,0.747112,-1.16026,0.747182,-1.16014,0,0,0,
45,0,0.747091,-1.16029,0.747169,-1.16016,0,0,0,
46,0,0.747038,-1.16034,0.747153,-1.16018,0,0,0,
47,0,0.747075,-1.16029,0.747139,-1.1602,0,0,0,
48,0,0.747346,-1.16044,0.74715,-1.16023,0,0,0,
49,0,0.74759,-1.16065,0.747198,-1.16028,0,0,0,
50,0,0.747576,-1.16063,0.747257,-1.16033,0,0,0,
51,0,0.747616,-1.16073,0.747309,-1.16039,0,0,0,
52,0,0.747808,-1.16077,0.74737,-1.16044,0,0,0,
53,0,0.749827,-1.16026,0.747591,-1.16045,0,0,0,
54,0,0.748661,-1.16059,0.747843,-1.16045,0,0,0,
55,0,0.750119,-1.16049,0.748079,-1.16046,0,0,0,
56,0,0.751574,-1.16035,0.7485,-1.16046,0,0,0,
57,0,0.752249,-1.16038,0.74902,-1.16044,0,0,0,
58,0,0.752852,-1.16032,0.749558,-1.16043,0,0,0,
59,0,0.752987,-1.16033,0.750071,-1.16041,0,0,0,
60,0,0.753352,-1.16036,0.750543,-1.1604,0,0,0,
61,0,0.75388,-1.16003,0.751011,-1.16037,0,0,0,
62,0,0.753909,-1.16006,0.751451,-1.16032,0,0,0,
63,0,0.754073,-1.16006,0.751838,-1.16028,0,0,0,
64,0,0.754298,-1.16011,0.752196,-1.16025,0,0,0,
65,0,0.754312,-1.16015,0.752517,-1.16023,0,0,0,
66,0,0.754264,-1.16023,0.752787,-1.16023,0,0,0,
67,0,0.754215,-1.16024,0.753009,-1.16023,0,0,0,
68,0,0.754204,-1.16027,0.753192,-1.16023,0,0,0,
69,0,0.754085,-1.1605,0.753337,-1.16025,0,0,0,
70,0,0.753388,-1.16064,0.753398,-1.1603,0,0,0,
71,0,0.753362,-1.1607,0.753394,-1.16036,0,0,0,
72,0,0.753003,-1.16081,0.753362,-1.16042,0,0,0,
73,0,0.752976,-1.16095,0.753305,-1.16049,0,0,0,
74,0,0.75255,-1.16118,0.753223,-1.16058,0,0,0,
75,0,0.752502,-1.16144,0.753116,-1.16069,0,0,0,
76,0,0.752465,-1.16174,0.75302,-1.16083,0,0,0,
77,0,0.752263,-1.16183,0.75292,-1.16097,0,0,0,
78,0,0.752078,-1.16215,0.752806,-1.16113,0,0,0,
79,0,0.752032,-1.16225,0.752691,-1.16129,0,0,0,
80,0,0.751999,-1.16237,0.752588,-1.16144,0,0,0,
81,0,0.752323,-1.16249,0.752523,-1.1616,0,0,0,
82,0,0.752319,-1.1626,0.752492,-1.16174,0,0,0,
83,0,0.752126,-1.16264,0.752451,-1.16187,0,0,0,
84,0,0.751884,-1.16278,0.752383,-1.162,0,0,0,
85,0,0.749965,-1.16377,0.752161,-1.1622,0,0,0,
86,0,0.74967,-1.16411,0.751804,-1.16246,0,0,0,
87,0,0.748891,-1.16458,0.751419,-1.16275,0,0,0,
88,0,0.748502,-1.16462,0.751004,-1.16303,0,0,0,
89,0,0.748736,-1.16458,0.750641,-1.16327,0,0,0,
90,0,0.748548,-1.16465,0.750336,-1.16348,0,0,0,
91,0,0.748359,-1.16477,0.750049,-1.16366,0,0,0,
92,0,0.748005,-1.16483,0.749764,-1.16384,0,0,0,
93,0,0.747558,-1.16511,0.749462,-1.16401,0,0,0,
94,0,0.747487,-1.16509,0.749166,-1.16418,0,0,0,
95,0,0.746545,-1.16523,0.748839,-1.16433,0,0,0,
96,0,0.746529,-1.16525,0.748488,-1.16447,0,0,0,
97,0,0.74643,-1.16525,0.748182,-1.16458,0,0,0,
98,0,0.746207,-1.1652,0.747898,-1.16468,0,0,0,
99,0,0.746272,-1.16499,0.747645,-1.16474,0,0,0,
100,0,0.746349,-1.16499,0.747441,-1.16478,0,0,0,
101,0,0.746671,-1.165,0.747299,-1.16481,0,0,0,
102,0,0.746529,-1.16503,0.747193,-1.16484,0,0,0,
103,0,0.746537,-1.16503,0.747092,-1.16487,0,0,0,
104,0,0.746467,-1.16497,0.747002,-1.16489,0,0,0,
105,0,0.746466,-1.16496,0.746921,-1.1649,0,0,0,
