Cycle,Current Task,,Real x[m],Real y[m],Filterd x[m],Filtered y[m],Delivery pos x[m],Delivery pos y[m],Robot move start flag
0,0,0.739575,-1.22213,0.710764,-1.19578,0,0,0,
1,0,0.746684,-1.2254,0.715698,-1.20005,0,0,0,
2,0,0.766969,-1.22601,0.721967,-1.20396,0,0,0,
3,0,0.768213,-1.22501,0.728921,-1.20724,0,0,0,
4,0,0.765775,-1.23028,0.734724,-1.21035,0,0,0,
5,0,0.765253,-1.23122,0.739417,-1.21346,0,0,0,
6,0,0.732818,-1.2564,0.740883,-1.21809,0,0,0,
7,0,0.73539,-1.25014,0.73985,-1.22345,0,0,0,
8,0,0.736907,-1.24628,0.739286,-1.22722,0,0,0,
9,0,0.737533,-1.2448,0.738971,-1.23002,0,0,0,
10,0,0.738338,-1.24309,0.738813,-1.23214,0,0,0,
11,0,0.737961,-1.24277,0.738712,-1.23378,0,0,0,
12,0,0.736986,-1.24317,0.738523,-1.23518,0,0,0,
13,0,0.734324,-1.24402,0.738086,-1.23647,0,0,0,
14,0,0.739023,-1.23966,0.737871,-1.23729,0,0,0,
15,0,0.760201,-1.22375,0.73966,-1.23644,0,0,0,
16,0,0.761155,-1.22341,0.742864,-1.23448,0,0,0,
17,0,0.760914,-1.22374,0.745634,-1.23282,0,0,0,
18,0,0.760857,-1.22333,0.747958,-1.2314,0,0,0,
19,0,0.760366,-1.22296,0.749887,-1.23014,0,0,0,
20,0,0.759244,-1.22244,0.751399,-1.22901,0,0,0,
21,0,0.756323,-1.21944,0.752372,-1.22778,0,0,0,
22,0,0.753445,-1.21609,0.752755,-1.22625,0,0,0,
23,0,0.752099,-1.21108,0.752757,-1.22432,0,0,0,
24,0,0.751299,-1.20784,0.752596,-1.22206,0,0,0,
25,0,0.750279,-1.20377,0.752321,-1.21958,0,0,0,
26,0,0.750127,-1.20097,0.751998,-1.21696,0,0,0,
27,0,0.749917,-1.19943,0.751697,-1.2144,0,0,0,
28,0,0.749685,-1.19836,0.751408,-1.21204,0,0,0,
29,0,0.749877,-1.19733,0.75116,-1.20987,0,0,0,
30,0,0.750005,-1.19668,0.750974,-1.20791,0,0,0,
31,0,0.749822,-1.19623,0.750813,-1.20617,0,0,0,
32,0,0.749879,-1.1957,0.750666,-1.20461,0,0,0,
33,0,0.750068,-1.19551,0.75056,-1.20324,0,0,0,
34,0,0.750232,-1.19538,0.750498,-1.20205,0,0,0,
35,0,0.751105,-1.19508,0.750524,-1.20101,0,0,0,
36,0,0.753855,-1.19436,0.750822,-1.20005,0,0,0,
37,0,0.754722,-1.19449,0.75135,-1.19919,0,0,0,
38,0,0.75567,-1.1938,0.751936,-1.19842,0,0,0,
39,0,0.756504,-1.19382,0.752569,-1.19772,0,0,0,
40,0,0.759308,-1.19342,0.753383,-1.1971,0,0,0,
41,0,0.75874,-1.1941,0.754242,-1.19659,0,0,0,
42,0,0.759892,-1.19349,0.755016,-1.19616,0,0,0,
43,0,0.761444,-1.19243,0.755877,-1.19567,0,0,0,
44,0,0.761444,-1.19243,0.756726,-1.19518,0,0,0,
45,0,0.762654,-1.19174,0.757537,-1.19471,0,0,0,
46,0,0.763426,-1.19074,0.758376,-1.19418,0,0,0,
47,0,0.763189,-1.19054,0.759128,-1.19364,0,0,0,
48,0,0.763058,-1.19028,0.759737,-1.19315,0,0,0,
49,0,0.762933,-1.18992,0.760233,-1.19268,0,0,0,
50,0,0.763055,-1.18966,0.760654,-1.19224,0,0,0,
51,0,0.763035,-1.18956,0.761019,-1.19184,0,0,0,
52,0,0.763069,-1.18952,0.761329,-1.19149,0,0,0,
53,0,0.763216,-1.18979,0.761605,-1.19121,0,0,0,
54,0,0.763218,-1.18967,0.761851,-1.19099,0,0,0,
55,0,0.76316,-1.18958,0.762055,-1.19078,0,0,0,
56,0,0.763104,-1.1895,0.762219,-1.19059,0,0,0,
57,0,0.763228,-1.18926,0.762363,-1.1904,0,0,0,
58,0,0.76317,-1.18927,0.762491,-1.19023,0,0,0,
59,0,0.763072,-1.18931,0.762587,-1.19009,0,0,0,
60,0,0.763041,-1.1894,0.762658,-1.18998,0,0,0,
61,0,0.763009,-1.18934,0.762714,-1.18988,0,0,0,
62,0,0.763124,-1.1893,0.762768,-1.1898,0,0,0,
63,0,0.76308,-1.18951,0.762819,-1.18974,0,0,0,
64,0,0.763052,-1.18953,0.762857,-1.1897,0,0,0,
65,0,0.762993,-1.18961,0.762882,-1.18968,0,0,0,
66,0,0.763081,-1.19014,0.762905,-1.18971,0,0,0,
67,0,0.76318,-1.19021,0.76294,-1.18978,0,0,0,
68,0,0.762708,-1.19059,0.76294,-1.18988,0,0,0,
69,0,0.762622,-1.19076,0.762898,-1.19,0,0,0,
70,0,0.762531,-1.19076,0.762849,-1.19011,0,0,0,
71,0,0.762508,-1.19083,0.762799,-1.19022,0,0,0,
72,0,0.762533,-1.19082,0.762757,-1.19031,0,0,0,
73,0,0.760468,-1.19202,0.762565,-1.19048,0,0,0,
74,0,0.760408,-1.19218,0.762241,-1.19073,0,0,0,
75,0,0.760131,-1.19388,0.76194,-1.19108,0,0,0,
76,0,0.760065,-1.19401,0.761659,-1.19152,0,0,0,
77,0,0.760058,-1.19412,0.761416,-1.19191,0,0,0,
78,0,0.760193,-1.19434,0.761219,-1.19226,0,0,0,
79,0,0.760116,-1.1952,0.761057,-1.19264,0,0,0,
80,0,0.760605,-1.19553,0.760951,-1.19306,0,0,0,
81,0,0.760721,-1.19605,0.760907,-1.19347,0,0,0,
82,0,0.760718,-1.19841,0.760878,-1.19405,0,0,0,
83,0,0.761068,-1.19873,0.760881,-1.19474,0,0,0,
84,0,0.761135,-1.19909,0.760914,-1.19537,0,0,0,
85,0,0.761328,-1.19955,0.760963,-1.19597,0,0,0,
86,0,0.761349,-1.20009,0.76102,-1.19656,0,0,0,
87,0,0.761431,-1.20077,0.761076,-1.19715,0,0,0,
88,0,0.76185,-1.20168,0.761162,-1.19777,0,0,0,
89,0,0.761956,-1.2021,0.761275,-1.1984,0,0,0,
90,0,0.762279,-1.20263,0.761404,-1.199,0,0,0,
91,0,0.762189,-1.20348,0.76153,-1.19962,0,0,0,
92,0,0.762266,-1.20384,0.761637,-1.20024,0,0,0,
93,0,0.762436,-1.20424,0.761745,-1.20082,0,0,0,
94,0,0.762457,-1.2045,0.761852,-1.20136,0,0,0,
95,0,0.762473,-1.20463,0.761946,-1.20185,0,0,0,
96,0,0.762157,-1.20515,0.762002,-1.20231,0,0,0,
97,0,0.762076,-1.20527,0.76202,-1.20275,0,0,0,
98,0,0.762097,-1.2053,0.76203,-1.20314,0,0,0,
99,0,0.762096,-1.20544,0.76204,-1.20348,0,0,0,
100,0,0.762079,-1.20549,0.762047,-1.20378,0,0,0,
101,0,0.762139,-1.20544,0.762057,-1.20404,0,0,0,
102,0,0.76217,-1.20541,0.762071,-1.20425,0,0,0,
103,0,0.762239,-1.20533,0.762092,-1.20442,0,0,0,
104,0,0.762285,-1.20537,0.762118,-1.20456,0,0,0,
105,0,0.762354,-1.20534,0.762148,-1.20468,0,0,0,
106,0,0.762454,-1.20526,0.762187,-1.20478,0,0,0,
107,0,0.762473,-1.20525,0.76223,-1.20485,0,0,0,
108,0,0.762505,-1.20523,0.762269,-1.20491,0,0,0,
109,0,0.762563,-1.20524,0.762309,-1.20496,0,0,0,
110,0,0.762571,-1.20521,0.762349,-1.205,0,0,0,
111,0,0.762736,-1.20509,0.762395,-1.20502,0,0,0,
112,0,0.762858,-1.20518,0.762456,-1.20504,0,0,0,
113,0,0.762871,-1.20534,0.762519,-1.20507,0,0,0,
114,0,0.762926,-1.20533,0.762576,-1.20511,0,0,0,
115,0,0.762943,-1.20538,0.762631,-1.20515,0,0,0,
116,0,0.762926,-1.20542,0.762677,-1.20519,0,0,0,
117,0,0.7629,-1.20564,0.762713,-1.20524,0,0,0,
118,0,0.762996,-1.20571,0.762749,-1.20531,0,0,0,
119,0,0.763088,-1.20577,0.762794,-1.20537,0,0,0,
120,0,0.763008,-1.20614,0.762832,-1.20546,0,0,0,
121,0,0.76313,-1.20637,0.762868,-1.20558,0,0,0,
122,0,0.76337,-1.20649,0.762926,-1.20571,0,0,0,
123,0,0.763415,-1.20656,0.762998,-1.20584,0,0,0,
124,0,0.763572,-1.20661,0.763073,-1.20595,0,0,0,
125,0,0.763627,-1.20668,0.763153,-1.20606,0,0,0,
126,0,0.763643,-1.20675,0.763227,-1.20616,0,0,0,
127,0,0.763685,-1.20686,0.763293,-1.20626,0,0,0,
128,0,0.763681,-1.20696,0.763353,-1.20636,0,0,0,
129,0,0.763842,-1.20696,0.763415,-1.20645,0,0,0,
130,0,0.763895,-1.20696,0.763484,-1.20652,0,0,0,
131,0,0.764047,-1.20688,0.763558,-1.20658,0,0,0,
132,0,0.764092,-1.20685,0.763636,-1.20663,0,0,0,
133,0,0.764208,-1.20679,0.763715,-1.20666,0,0,0,
134,0,0.764244,-1.20677,0.763793,-1.20668,0,0,0,
135,0,0.764384,-1.20649,0.763872,-1.20667,0,0,0,
136,0,0.764642,-1.20617,0.76397,-1.20662,0,0,0,
137,0,0.764774,-1.20592,0.764082,-1.20653,0,0,0,
138,0,0.764812,-1.20583,0.764191,-1.20643,0,0,0,
139,0,0.765001,-1.20537,0.7643,-1.20631,0,0,0,
140,0,0.765552,-1.20482,0.764449,-1.20612,0,0,0,
141,0,0.765552,-1.20482,0.764617,-1.20592,0,0,0,
142,0,0.76577,-1.20424,0.764776,-1.20571,0,0,0,
143,0,0.76577,-1.20424,0.764927,-1.20549,0,0,0,
144,0,0.765953,-1.20395,0.76507,-1.20527,0,0,0,
145,0,0.766036,-1.20365,0.765211,-1.20505,0,0,0,
146,0,0.766307,-1.20336,0.765357,-1.20481,0,0,0,
147,0,0.766409,-1.20294,0.76551,-1.20456,0,0,0,
148,0,0.766497,-1.20283,0.765653,-1.2043,0,0,0,
149,0,0.766376,-1.20256,0.765773,-1.20406,0,0,0,
150,0,0.766322,-1.20241,0.765861,-1.20382,0,0,0,
151,0,0.766268,-1.20235,0.765927,-1.2036,0,0,0,
152,0,0.766207,-1.20226,0.765974,-1.2034,0,0,0,
153,0,0.766102,-1.2021,0.766002,-1.20322,0,0,0,
154,0,0.766086,-1.20205,0.766016,-1.20304,0,0,0,
155,0,0.766045,-1.20197,0.766023,-1.20289,0,0,0,
156,0,0.766022,-1.20196,0.766025,-1.20275,0,0,0,
157,0,0.766036,-1.20178,0.766025,-1.20261,0,0,0,
158,0,0.766051,-1.2018,0.766028,-1.20249,0,0,0,
159,0,0.765948,-1.20185,0.766024,-1.20239,0,0,0,
160,0,0.765912,-1.20183,0.76601,-1.2023,0,0,0,
161,0,0.765915,-1.20179,0.765995,-1.20223,0,0,0,
162,0,0.765855,-1.20182,0.765978,-1.20216,0,0,0,
163,0,0.76588,-1.20181,0.765961,-1.20211,0,0,0,
164,0,0.765875,-1.20177,0.765949,-1.20206,0,0,0,
165,0,0.765937,-1.20181,0.765942,-1.20202,0,0,0,
166,0,0.76594,-1.20181,0.765942,-1.20199,0,0,0,
167,0,0.766416,-1.20147,0.765978,-1.20193,0,0,0,
168,0,0.766505,-1.2014,0.766051,-1.20186,0,0,0,
