9
0.583192
1.06976,-1.15758,1.06977,-1.15761,1.06968,-1.15776,1.06953,-1.15804,
0.00396924,-0.000226133,0.00324857,-0.000236245,0.00322851,-0.00025389,0.00320202,-0.000280114,
-0.000226133,0.00193875,-0.000220693,0.00122626,-0.000215836,0.00122138,-0.000211562,0.00121595,
0.00324857,-0.000220693,0.00395158,-0.000228229,0.00322954,-0.000242953,0.00320985,-0.00026591,
-0.000236245,0.00122626,-0.000228229,0.00193498,-0.000220466,0.00122569,-0.000213088,0.00122473,
0.00322851,-0.000215836,0.00322954,-0.000220466,0.00393216,-0.000231608,0.00321159,-0.000250286,
-0.00025389,0.00122138,-0.000242953,0.00122569,-0.000231608,0.0019387,-0.00022021,0.00123484,
0.00320202,-0.000211562,0.00320985,-0.000213088,0.00321159,-0.00022021,0.00391679,-0.000233862,
-0.000280114,0.00121595,-0.00026591,0.00122473,-0.000250286,0.00123484,-0.000233862,0.00195529,
0.0729192
1.23683,-1.15702,1.24209,-1.15367,1.24759,-1.14962,1.2532,-1.14518,
0.0183641,0.0121552,0.0184383,0.0125066,0.0192022,0.012919,0.0199268,0.0133457,
0.0121552,0.015453,0.0130768,0.0151635,0.0140201,0.0156514,0.0149578,0.0161699,
0.0184383,0.0130768,0.0200847,0.013489,0.0202979,0.0139745,0.0211789,0.0144813,
0.0125066,0.0151635,0.013489,0.016346,0.0144936,0.0161873,0.0154915,0.0167695,
0.0192022,0.0140201,0.0202979,0.0144936,0.0220937,0.0150529,0.0224325,0.0156426,
0.012919,0.0156514,0.0139745,0.0161873,0.0150529,0.0175233,0.0161218,0.0174786,
0.0199268,0.0149578,0.0211789,0.0154915,0.0224325,0.0161218,0.0243605,0.01679,
0.0133457,0.0161699,0.0144813,0.0167695,0.0156426,0.0174786,0.01679,0.0189432,
0.0160919
1.55442,-0.825082,1.56339,-0.8044,1.57086,-0.783506,1.57706,-0.762561,
0.00840381,0.0066475,0.0072643,0.00677376,0.00686339,0.00679924,0.00650139,0.00674281,
0.0066475,0.0122818,0.00585556,0.0114299,0.00516512,0.0111406,0.0045787,0.0107383,
0.0072643,0.00585556,0.00763811,0.00596194,0.00661313,0.00598571,0.00632031,0.00594306,
0.00677376,0.0114299,0.00596194,0.0121243,0.00524468,0.0112423,0.00462865,0.0109369,
0.00686339,0.00516512,0.00661313,0.00524468,0.00708732,0.00525571,0.00615738,0.00521581,
0.00679924,0.0111406,0.00598571,0.0112423,0.00525571,0.0118957,0.00462088,0.0109892,
0.00650139,0.0045787,0.00632031,0.00462865,0.00615738,0.00462088,0.00671415,0.00457487,
0.00674281,0.0107383,0.00594306,0.0109369,0.00521581,0.0109892,0.00457487,0.0116119,
0.0269606
1.57862,-0.614874,1.57912,-0.597446,1.57974,-0.581087,1.58041,-0.56579,
0.00692367,-0.0081156,0.00626212,-0.00708993,0.00630396,-0.00620509,0.0063398,-0.00544292,
-0.0081156,0.0199461,-0.00819762,0.0171502,-0.00828418,0.015298,-0.00837066,0.0136636,
0.00626212,-0.00819762,0.00703734,-0.00715361,0.0063883,-0.00625053,0.0064396,-0.00547361,
-0.00708993,0.0171502,-0.00715361,0.0161031,-0.0072233,0.0138277,-0.00729434,0.0124336,
0.00630396,-0.00828418,0.0063883,-0.0072233,0.00717575,-0.00630053,0.00653624,-0.00550534,
-0.00620509,0.015298,-0.00625053,0.0138277,-0.00630053,0.0132274,-0.00635358,0.0113484,
0.0063398,-0.00837066,0.0064396,-0.00729434,0.00653624,-0.00635358,0.00733302,-0.00553971,
-0.00544292,0.0136636,-0.00547361,0.0124336,-0.00550534,0.0113484,-0.00553971,0.0110899,
0.0576638
1.57903,-0.371507,1.57969,-0.36544,1.58032,-0.359235,1.58092,-0.352868,
0.00920079,-0.00188033,0.00841823,-0.00200805,0.00832098,-0.00214911,0.00820734,-0.00230947,
-0.00188033,0.00950231,-0.00182744,0.00903725,-0.0017735,0.00927958,-0.00172167,0.00952368,
0.00841823,-0.00182744,0.00906572,-0.0019544,0.00827231,-0.00209575,0.00816995,-0.00225566,
-0.00200805,0.00903725,-0.0019544,0.0100621,-0.00189849,0.0096658,-0.00184304,0.00997318,
0.00832098,-0.0017735,0.00827231,-0.00189849,0.00891014,-0.00204082,0.00811247,-0.00220204,
-0.00214911,0.00927958,-0.00209575,0.0096658,-0.00204082,0.0107634,-0.00198515,0.010436,
0.00820734,-0.00172167,0.00816995,-0.00184304,0.00811247,-0.00198515,0.00874676,-0.00214848,
-0.00230947,0.00952368,-0.00225566,0.00997318,-0.00220204,0.010436,-0.00214848,0.0116063,
0.0523365
1.557,0.00200951,1.55627,0.00761097,1.55559,0.0131025,1.55483,0.0183497,
0.00496071,-0.00202855,0.00423719,-0.0019838,0.00421873,-0.00193436,0.0042106,-0.00186215,
-0.00202855,0.00827636,-0.00198538,0.00738302,-0.00194298,0.0072218,-0.00190226,0.00708347,
0.00423719,-0.00198538,0.00493854,-0.00195012,0.00421817,-0.00190894,0.00421535,-0.0018444,
-0.0019838,0.00738302,-0.00195012,0.00796344,-0.00191556,0.00714561,-0.00188124,0.007053,
0.00421873,-0.00194298,0.00421817,-0.00191556,0.0049216,-0.00188141,0.0042156,-0.00182366,
-0.00193436,0.0072218,-0.00190894,0.00714561,-0.00188141,0.00779856,-0.00185278,0.0070476,
0.0042106,-0.00190226,0.00421535,-0.00188124,0.0042156,-0.00185278,0.00493236,-0.00180021,
-0.00186215,0.00708347,-0.0018444,0.007053,-0.00182366,0.0070476,-0.00180021,0.00776832,
0.0462896
1.54088,0.326448,1.54078,0.332773,1.54064,0.338903,1.54049,0.344919,
0.0042711,-0.00105804,0.0035503,-0.00110568,0.00353228,-0.00114374,0.0035071,-0.00117326,
-0.00105804,0.0112924,-0.00108875,0.010284,-0.00112074,0.0100017,-0.00115747,0.0097466,
0.0035503,-0.00108875,0.00425176,-0.00113898,0.00352975,-0.00118005,0.00350851,-0.00121238,
-0.00110568,0.010284,-0.00113898,0.0107644,-0.00117295,0.00983853,-0.00121072,0.00963911,
0.00353228,-0.00112074,0.00352975,-0.00117295,0.00423022,-0.0012168,0.00350517,-0.00125253,
-0.00114374,0.0100017,-0.00118005,0.00983853,-0.0012168,0.0103961,-0.00125628,0.00954853,
0.0035071,-0.00115747,0.00350851,-0.00121072,0.00350517,-0.00125628,0.0042028,-0.00129474,
-0.00117326,0.0097466,-0.00121238,0.00963911,-0.00125253,0.00954853,-0.00129474,0.0101809,
0.0350919
1.51675,0.543061,1.51557,0.55455,1.51439,0.565744,1.51307,0.576282,
0.00306394,-0.0018937,0.00230677,-0.00161371,0.00226114,-0.00135385,0.00222281,-0.00112984,
-0.0018937,0.0158008,-0.00191505,0.0150036,-0.00194266,0.0148403,-0.00197575,0.0146505,
0.00230677,-0.00191505,0.00297532,-0.00164679,0.00222842,-0.00139845,0.00219578,-0.00118383,
-0.00161371,0.0150036,-0.00164679,0.0158218,-0.00168398,0.015132,-0.00172741,0.0150995,
0.00226114,-0.00194266,0.00222842,-0.00168398,0.00290627,-0.00144549,0.00217123,-0.00123957,
-0.00135385,0.0148403,-0.00139845,0.015132,-0.00144549,0.0160412,-0.00149958,0.015462,
0.00222281,-0.00197575,0.00219578,-0.00172741,0.00217123,-0.00149958,0.00285987,-0.0013037,
-0.00112984,0.0146505,-0.00118383,0.0150995,-0.00123957,0.015462,-0.0013037,0.016452,
0.109455
1.45666,0.788691,1.45655,0.790157,1.45642,0.791463,1.45626,0.792623,
0.00260308,0.000226976,0.00187984,0.000200962,0.00186496,0.00017699,0.00185037,0.000154983,
0.000226976,0.00255513,0.000257011,0.0018638,0.000285478,0.00187634,0.000311933,0.00188466,
0.00187984,0.000257011,0.00257633,0.000231935,0.00185501,0.000208792,0.00184232,0.000187548,
0.000200962,0.0018638,0.000231935,0.00260615,0.000261041,0.00192456,0.0002878,0.00194549,
0.00186496,0.000285478,0.00185501,0.000261041,0.0025532,0.000238369,0.00183389,0.000217539,
0.00017699,0.00187634,0.000208792,0.00192456,0.000238369,0.00267349,0.00026526,0.00199743,
0.00185037,0.000311933,0.00184232,0.0002878,0.00183389,0.00026526,0.00253385,0.000244453,
0.000154983,0.00188466,0.000187548,0.00194549,0.000217539,0.00199743,0.000244453,0.00274937,
