Cycle,Current Task,,Real x[m],Real y[m],Filterd x[m],Filtered y[m],Delivery pos x[m],Delivery pos y[m],Robot move start flag
0,0,0.821685,-1.09788,0.825182,-1.08922,0,0,0,
1,0,0.821162,-1.10546,0.824609,-1.09112,0,0,0,
2,0,0.821577,-1.11047,0.824116,-1.09369,0,0,0,
3,0,0.822379,-1.11472,0.82379,-1.09657,0,0,0,
4,0,0.823327,-1.12537,0.823647,-1.10015,0,0,0,
5,0,0.823794,-1.13706,0.823634,-1.10488,0,0,0,
6,0,0.823763,-1.14316,0.823656,-1.11025,0,0,0,
7,0,0.8244,-1.1439,0.823721,-1.11532,0,0,0,
8,0,0.825051,-1.14513,0.823874,-1.11977,0,0,0,
9,0,0.827235,-1.14596,0.82422,-1.1237,0,0,0,
10,0,0.82849,-1.1454,0.824775,-1.12705,0,0,0,
11,0,0.830042,-1.14442,0.82546,-1.12977,0,0,0,
12,0,0.830642,-1.14426,0.826204,-1.13199,0,0,0,
13,0,0.832652,-1.14322,0.827033,-1.13378,0,0,0,
14,0,0.837363,-1.14133,0.828249,-1.13508,0,0,0,
15,0,0.840045,-1.13928,0.829843,-1.13587,0,0,0,
16,0,0.846778,-1.1333,0.831911,-1.13594,0,0,0,
17,0,0.849033,-1.13034,0.834349,-1.13531,0,0,0,
18,0,0.85532,-1.12486,0.837066,-1.13414,0,0,0,
19,0,0.855694,-1.12421,0.839877,-1.13267,0,0,0,
20,0,0.86034,-1.12026,0.842642,-1.13108,0,0,0,
21,0,0.862843,-1.11811,0.84553,-1.12927,0,0,0,
22,0,0.864827,-1.11663,0.84832,-1.12745,0,0,0,
23,0,0.866544,-1.11521,0.850967,-1.1257,0,0,0,
24,0,0.867532,-1.11511,0.853417,-1.12409,0,0,0,
25,0,0.869574,-1.11467,0.855724,-1.12269,0,0,0,
26,0,0.870526,-1.11446,0.857908,-1.12145,0,0,0,
27,0,0.874746,-1.11304,0.860153,-1.12028,0,0,0,
28,0,0.876324,-1.11342,0.862497,-1.1192,0,0,0,
29,0,0.876908,-1.11407,0.864649,-1.11837,0,0,0,
30,0,0.877597,-1.11454,0.86657,-1.11775,0,0,0,
31,0,0.881545,-1.11537,0.868552,-1.11732,0,0,0,
32,0,0.882077,-1.11816,0.870573,-1.11724,0,0,0,
33,0,0.881569,-1.11966,0.872288,-1.11749,0,0,0,
34,0,0.881762,-1.11997,0.873717,-1.11785,0,0,0,
35,0,0.883768,-1.1207,0.875096,-1.11823,0,0,0,
36,0,0.884669,-1.12049,0.876487,-1.11859,0,0,0,
37,0,0.873987,-1.12481,0.87692,-1.11921,0,0,0,
38,0,0.875332,-1.12983,0.876575,-1.12044,0,0,0,
39,0,0.876746,-1.13145,0.876494,-1.122,0,0,0,
40,0,0.880658,-1.12755,0.87683,-1.12314,0,0,0,
