Cycle,Current Task,,Real x[m],Real y[m],Filterd x[m],Filtered y[m],Delivery pos x[m],Delivery pos y[m],Robot move start flag
0,0,1.08913,-1.33616,1.13389,-1.34433,0,0,0,
1,0,1.07399,-1.3277,1.12592,-1.34244,0,0,0,
2,0,1.06375,-1.32381,1.11722,-1.3399,0,0,0,
3,0,1.0519,-1.32021,1.10817,-1.33717,0,0,0,
4,0,1.03529,-1.32416,1.09833,-1.33489,0,0,0,
5,0,1.02348,-1.32476,1.08782,-1.3333,0,0,0,
6,0,1.01384,-1.32671,1.07728,-1.33214,0,0,0,
7,0,1.00324,-1.33076,1.0668,-1.33162,0,0,0,
8,0,0.995309,-1.33301,1.05651,-1.33166,0,0,0,
9,0,0.983002,-1.33976,1.04624,-1.33238,0,0,0,
10,0,0.976363,-1.34262,1.0361,-1.33372,0,0,0,
11,0,0.970794,-1.34496,1.02657,-1.33526,0,0,0,
12,0,0.96473,-1.34771,1.0176,-1.33695,0,0,0,
13,0,0.961703,-1.34828,1.00931,-1.33863,0,0,0,
14,0,0.956257,-1.3515,1.00164,-1.34035,0,0,0,
15,0,0.954799,-1.35193,0.994612,-1.34208,0,0,0,
16,0,0.954169,-1.35193,0.988496,-1.34358,0,0,0,
17,0,0.953962,-1.35167,0.983248,-1.34483,0,0,0,
18,0,0.953962,-1.35167,0.978784,-1.34587,0,0,0,
19,0,0.953867,-1.35082,0.974993,-1.34669,0,0,0,
20,0,0.953571,-1.34983,0.97175,-1.34725,0,0,0,
21,0,0.954797,-1.34559,0.969073,-1.34732,0,0,0,
22,0,0.958143,-1.33757,0.967152,-1.34644,0,0,0,
23,0,0.959046,-1.33312,0.965848,-1.34475,0,0,0,
24,0,0.959669,-1.33065,0.964858,-1.34279,0,0,0,
25,0,0.962183,-1.32777,0.964259,-1.34072,0,0,0,
26,0,0.974949,-1.31395,0.964915,-1.33769,0,0,0,
27,0,0.983432,-1.30493,0.967091,-1.33339,0,0,0,
28,0,0.993108,-1.29686,0.970319,-1.32843,0,0,0,
29,0,0.997749,-1.29242,0.974147,-1.32328,0,0,0,
30,0,1.00765,-1.28379,0.978499,-1.31792,0,0,0,
31,0,1.0203,-1.27214,0.983906,-1.31183,0,0,0,
32,0,1.03243,-1.26093,0.990378,-1.30493,0,0,0,
33,0,1.05912,-1.26793,0.998822,-1.29875,0,0,0,
34,0,1.04965,-1.31937,1.00729,-1.29798,0,0,0,
35,0,1.05261,-1.23492,1.01397,-1.2948,0,0,0,
36,0,1.04826,-1.2481,1.01953,-1.28668,0,0,0,
37,0,1.07958,-1.20321,1.0263,-1.27738,0,0,0,
38,0,1.08775,-1.19493,1.03504,-1.26544,0,0,0,
39,0,1.09047,-1.19122,1.04328,-1.25441,0,0,0,
40,0,1.09966,-1.18049,1.05117,-1.24396,0,0,0,
41,0,1.12287,-1.16089,1.06033,-1.23279,0,0,0,
42,0,1.12465,-1.15939,1.07,-1.22172,0,0,0,
43,0,1.126,-1.15785,1.07843,-1.2121,0,0,0,
44,0,1.12744,-1.15655,1.08579,-1.20373,0,0,0,
45,0,1.12797,-1.15574,1.09218,-1.19648,0,0,0,
46,0,1.12899,-1.16962,1.09771,-1.19133,0,0,0,
47,0,1.12865,-1.17055,1.10246,-1.18809,0,0,0,
48,0,1.12696,-1.17284,1.10632,-1.18559,0,0,0,
49,0,1.12483,-1.17413,1.1093,-1.18375,0,0,0,
50,0,1.12045,-1.1761,1.11134,-1.18243,0,0,0,
51,0,1.11196,-1.18091,1.11208,-1.18183,0,0,0,
52,0,1.0856,-1.20389,1.11005,-1.18344,0,0,0,
53,0,1.08233,-1.20545,1.10608,-1.18668,0,0,0,
54,0,1.07373,-1.21636,1.1018,-1.19037,0,0,0,
55,0,1.05642,-1.22842,1.0962,-1.19525,0,0,0,
56,0,1.05223,-1.23066,1.08982,-1.20048,0,0,0,
57,0,1.04001,-1.24122,1.08316,-1.20588,0,0,0,
58,0,1.02404,-1.25502,1.07537,-1.21232,0,0,0,
59,0,1.03476,-1.25098,1.06836,-1.21852,0,0,0,
60,0,1.03698,-1.2509,1.06341,-1.22346,0,0,0,
61,0,1.03972,-1.25067,1.05959,-1.22763,0,0,0,
62,0,1.04203,-1.25055,1.05674,-1.23113,0,0,0,
63,0,1.00379,-1.37106,1.05158,-1.24328,0,0,0,
64,0,1.0061,-1.37143,1.04447,-1.26278,0,0,0,
65,0,1.01095,-1.37166,1.03899,-1.27936,0,0,0,
66,0,1.02019,-1.37323,1.03542,-1.29355,0,0,0,
67,0,1.07869,-1.35611,1.03756,-1.30439,0,0,0,
68,0,1.08443,-1.35492,1.04427,-1.31218,0,0,0,
69,0,1.08814,-1.35579,1.05067,-1.31876,0,0,0,
70,0,1.06842,-1.39732,1.05488,-1.32757,0,0,0,
71,0,1.06872,-1.3984,1.05697,-1.33829,0,0,0,
72,0,1.06888,-1.39661,1.05877,-1.34731,0,0,0,
73,0,1.08883,-1.38677,1.06183,-1.35408,0,0,0,
74,0,1.10043,-1.38421,1.06683,-1.35886,0,0,0,
75,0,1.10582,-1.3858,1.07236,-1.36285,0,0,0,
76,0,1.11348,-1.38715,1.07805,-1.36645,0,0,0,
77,0,1.12214,-1.38748,1.08411,-1.36963,0,0,0,
78,0,1.12515,-1.38865,1.09013,-1.37244,0,0,0,
79,0,1.13808,-1.38107,1.09646,-1.37433,0,0,0,
80,0,1.18895,-1.38982,1.10668,-1.37603,0,0,0,
81,0,1.19419,-1.36518,1.11962,-1.37625,0,0,0,
82,0,1.20279,-1.35635,1.13164,-1.37389,0,0,0,
83,0,1.20284,-1.35859,1.14249,-1.37139,0,0,0,
84,0,1.20271,-1.36128,1.15168,-1.36964,0,0,0,
