Cycle,Calculation time [ms],LHand x[m],LHand y[m],LHand z[m],RHand x[m],RHand y[m],RHand z[m],LShoulder x[m],LShoulder y[m],LShoulder z[m],RShoulder x[m],RShoulder y[m],RShoulder z[m],LElbow x[m],LElbow y[m],LElbow z[m],RElbow x[m],RElbow y[m],RElbow z[m],LHand x[m],LHand y[m],LHand z[m],RHand x[m],RHand y[m],RHand z[m],Body x[m],Body y[m],Body z[m],cur Angle1[rad],cur Angle2[rad],des Angle1[rad],des Angle2[rad],cur Anvel1[rad/s],cur Anvel2[rad/s],des Anvel1[rad/s],des Anvel2[rad/s],cur Anacc1[rad/s2],cur Anacc2[rad/s2],des Anacc1[rad/s2],des Anacc2[rad/s2],DelPos x [m],DelPos y [m]
0,5.43977,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
1,5.40765,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
2,6.66115,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
3,6.64327,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
4,6.73498,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
5,6.64956,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
6,6.90218,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
7,6.64757,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
8,6.64294,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
9,6.6479,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
10,6.67638,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
11,6.65949,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
12,6.66446,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
13,6.7767,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
14,6.65022,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
15,6.90681,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
16,6.85053,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
17,6.7714,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
18,6.75782,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
19,6.65552,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
20,6.76676,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
21,6.70617,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
22,6.64956,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.5708,-3.14135,1.5708,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
