Cycle,Calculation time [ms],LHand x[m],LHand y[m],LHand z[m],RHand x[m],RHand y[m],RHand z[m],LShoulder x[m],LShoulder y[m],LShoulder z[m],RShoulder x[m],RShoulder y[m],RShoulder z[m],LElbow x[m],LElbow y[m],LElbow z[m],RElbow x[m],RElbow y[m],RElbow z[m],LHand x[m],LHand y[m],LHand z[m],RHand x[m],RHand y[m],RHand z[m],Body x[m],Body y[m],Body z[m],cur Angle1[rad],cur Angle2[rad],des Angle1[rad],des Angle2[rad],cur Anvel1[rad/s],cur Anvel2[rad/s],des Anvel1[rad/s],des Anvel2[rad/s],cur Anacc1[rad/s2],cur Anacc2[rad/s2],des Anacc1[rad/s2],des Anacc2[rad/s2],DelPos x [m],DelPos y [m]
0,5.44407,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
1,5.42718,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
2,6.7767,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
3,6.66115,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
4,6.68465,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
5,6.74888,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
6,6.64691,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
7,6.64857,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
8,6.75253,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
9,6.67174,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
10,7.64216,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
11,6.64956,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
12,6.64724,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
13,6.70949,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
14,6.73763,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
15,6.65949,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
16,6.8247,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
17,6.82801,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
18,6.66479,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
19,6.71246,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
20,6.65121,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
21,6.66777,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
22,6.74888,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,-10000,-10000,0,1.57078,-3.14135,1.57078,-3.14135,0,0,0,0,0,0,0,0,-10000.3,-9999.65,
